gender,forecast_date,playin_flag,rd1_win,rd2_win,rd3_win,rd4_win,rd5_win,rd6_win,rd7_win,results_to,team_alive,team_id,team_name,team_rating,team_region,team_seed,team_slot
womens,2021-03-14,0,1.0,0.923567849676,0.58349117379,0.120082910848,0.021861329817,0.008520503691,0.001465418887,1,1,2633,Tennessee,89.81,River Walk,3,116
womens,2021-03-14,0,1.0,0.910835083377,0.567929068559,0.054626709886,0.021413225641,0.004906541412,0.001140364151,1,1,8,Arkansas,89.59,Alamo,4,12
womens,2021-03-14,0,1.0,0.941211462145,0.412106722561,0.145557560487,0.01925245833,0.004419306566,0.001029159387,1,1,61,Georgia,89.56,Alamo,3,20
womens,2021-03-14,0,1.0,0.862133912764,0.498559228601,0.062028547065,0.015605356888,0.005767995111,0.0009298181,1,1,96,Kentucky,88.96,River Walk,4,108
womens,2021-03-14,0,1.0,0.862981042394,0.32267083026,0.095537816599,0.03585172415,0.005510201611,0.000834312869,1,1,2250,Gonzaga,88.24,Mercado,5,72
womens,2021-03-14,0,1.0,0.775362049624,0.25128431165,0.101187545794,0.033431543075,0.005278673073,0.000821374029,1,1,164,Rutgers,88.28,Mercado,6,80
womens,2021-03-14,0,1.0,0.667858813776,0.227539507442,0.087122044607,0.028593423397,0.004483704436,0.000693840477,1,1,66,Iowa State,88.05,Mercado,7,88
womens,2021-03-14,0,1.0,0.841146003867,0.436270843843,0.049851516766,0.011720609944,0.004082621684,0.000612366204,1,1,2294,Iowa,88.15,River Walk,5,104
womens,2021-03-14,0,1.0,0.670205868302,0.084793994213,0.052433004341,0.012968817509,0.002060289923,0.000459319649,1,1,204,Oregon State,88.34,Hemisfair,8,36
womens,2021-03-14,0,1.0,0.923474733667,0.534491905285,0.076677629467,0.01573606143,0.002062326001,0.000383833173,1,1,277,West Virginia,87.21,Hemisfair,4,44
womens,2021-03-14,0,1.0,0.698729786633,0.316015710947,0.052580346587,0.007835258849,0.002604209987,0.00036984579,1,1,130,Michigan,87.3,River Walk,6,112
womens,2021-03-14,0,1.0,0.883917790973,0.399291399648,0.029328576044,0.009547721201,0.001765861246,0.000337073863,1,1,2623,Missouri State,87.23,Alamo,5,8
womens,2021-03-14,0,1.0,0.700704498609,0.169864488893,0.069236613142,0.007834646454,0.001561660853,0.000320369703,1,1,77,Northwestern,87.51,Alamo,7,24
womens,2021-03-14,0,1.0,0.67579275642,0.340449004163,0.045290652138,0.008706535141,0.001072673364,0.000189298464,1,1,59,Georgia Tech,86.1,Hemisfair,5,40
womens,2021-03-14,0,1.0,0.816450069961,0.199695244598,0.03644228592,0.007366673687,0.000981993179,0.000186305007,1,1,251,Texas,86.82,Hemisfair,6,48
womens,2021-03-14,0,1.0,0.565906738762,0.055990524048,0.025135437774,0.003279490966,0.000979018891,0.000122792983,1,1,259,Virginia Tech,85.57,River Walk,7,120
womens,2021-03-14,0,1.0,0.640324120888,0.03710742435,0.016733426157,0.003177155753,0.000918528632,0.000110913801,1,1,183,Syracuse,85.25,River Walk,8,100
womens,2021-03-14,0,1.0,0.621450218391,0.025964821328,0.011924509498,0.003575450208,0.000605818686,0.000107280007,1,1,197,Oklahoma State,85.51,Alamo,8,4
womens,2021-03-14,0,1.0,0.506758646971,0.071473720378,0.021433344617,0.005699829009,0.000582704952,6.0129859e-05,1,1,265,Washington State,83.63,Mercado,9,70
womens,2021-03-14,0,1.0,0.493241353029,0.068213790423,0.020153544101,0.005280300008,0.000530676514,5.38867e-05,1,1,58,South Florida,83.45,Mercado,8,68
womens,2021-03-14,0,1.0,0.332141186224,0.074935375595,0.019593343971,0.004390855057,0.000445914158,4.5777516e-05,1,1,127,Michigan State,83.41,Mercado,10,90
womens,2021-03-14,0,1.0,0.434093261238,0.034721693172,0.013768010407,0.001524396295,0.000396920876,4.2534379e-05,1,1,269,Marquette,83.83,River Walk,10,122
womens,2021-03-14,0,1.0,0.556245848585,0.05331022639,0.013833106231,0.002293201401,0.000247790725,3.8945743e-05,1,1,333,Alabama,84.22,Hemisfair,7,56
womens,2021-03-14,0,1.0,0.329794131698,0.023422456905,0.011051013422,0.001786469383,0.000186614312,2.8486916e-05,1,1,52,Florida State,83.63,Hemisfair,9,38
womens,2021-03-14,0,1.0,0.203275379235,0.072124789474,0.015952370245,0.001244141786,0.000175577515,2.6324005e-05,1,1,233,South Dakota,83.52,Alamo,11,18
womens,2021-03-14,0,1.0,0.443754151415,0.035415110631,0.008056064292,0.001169271337,0.000109801082,1.519171e-05,1,1,153,North Carolina,82.74,Hemisfair,10,58
womens,2021-03-14,0,1.0,0.378549781609,0.009904347012,0.003586998791,0.000818000725,0.000102803783,1.3878437e-05,1,1,154,Wake Forest,82.23,Alamo,9,6
womens,2021-03-14,0,1.0,0.301270213367,0.088138439774,0.008236012603,0.000714747226,0.000150983097,1.2758319e-05,1,1,526,Florida Gulf Coast,81.69,River Walk,11,114
